title,article_id,ai4epi_fulltext_decision
Mechanisms of Severe Acute Respiratory Syndrome Coronavirus-Induced Acute Lung Injury,PMID_23919993,EXCLUDE
Identification of a Receptor-Binding Domain in the S Protein of the Novel Human Coronavirus Middle East Respiratory Syndrome Coronavirus as an Essential Target for Vaccine Development,PMID_23824801,EXCLUDE
Nipah Virus: Past Outbreaks and Future Containment,PMID_32325930,EXCLUDE
Coronavirus as a possible cause of severe acute respiratory syndrome,PMID_12711465,INCLUDE
Antibody responses against SARS coronavirus are correlated with disease outcome of infected individuals,PMID_16299724,INCLUDE
Quantitative Analysis of Severe Acute Respiratory Syndrome (SARS)-associated Coronavirus-infected Cells Using Proteomic Approaches,PMID_15784933,EXCLUDE
Evidence of the Recombinant Origin of a Bat Severe Acute Respiratory Syndrome (SARS)-Like Coronavirus and Its Implications on the Direct Ancestor of SARS Coronavirus,PMID_18057240,INCLUDE
"Public Health Interventions and SARS Spread, 2003",PMID_15550198,EXCLUDE
Health risks at the Hajj,PMID_16564364,EXCLUDE
SARS molecular epidemiology: a Chinese fairy tale of controlling an emerging zoonotic disease in the genomics era,PMID_17327210,EXCLUDE
Spatio-temporal evolution of Beijing 2003 SARS epidemic,DOI_b5e7238602f9,INCLUDE
Detecting Human-to-Human Transmission of Avian Influenza A (H5N1),DOI_b9a57ee60bbd,EXCLUDE
Monitoring of S Protein Maturation in the Endoplasmic Reticulum by Calnexin Is Important for the Infectivity of Severe Acute Respiratory Syndrome Coronavirus,PMID_22915798,EXCLUDE
Is the discovery of the novel human betacoronavirus 2c EMC/2012 (HCoV-EMC) the beginning of another SARS-like pandemic?,PMID_23072791,EXCLUDE
Influenza as a model system for studying the cross–species transfer and evolution of the SARS coronavirus,PMID_15306391,EXCLUDE
"The effects of disease severity, use of corticosteroids and social factors on neuropsychiatric complaints in severe acute respiratory syndrome (SARS) patients at acute and convalescent phases",PMID_15935422,INCLUDE
The novel coronavirus 2019 (2019-nCoV) uses the SARS-coronavirus receptor ACE2 and the cellular protease TMPRSS2 for entry into target cells,DOI_fc19a65ca921,EXCLUDE
Pattern of early human-to-human transmission of Wuhan 2019-nCoV,DOI_39d9f99eb05d,EXCLUDE
Molecular Determinants of Severe Acute Respiratory Syndrome Coronavirus Pathogenesis and Virulence in Young and Aged Mouse Models of Human Disease,PMID_22072787,EXCLUDE
The estimation of SARS incubation distribution from serial interval data using a convolution likelihood,PMID_16013037,INCLUDE
Innate Immune Response of Human Alveolar Type II Cells Infected with Severe Acute Respiratory Syndrome–Coronavirus,PMID_23418343,EXCLUDE
Risk factors for the evolutionary emergence of pathogens,PMID_20410190,EXCLUDE
High-Resolution Analysis of Coronavirus Gene Expression by RNA Sequencing and Ribosome Profiling,PMID_26919232,EXCLUDE
Arabidopsis signal transduction mutant defective in chemically and biologically induced disease resistance.,PMID_11607555,EXCLUDE
"Severe Acute Respiratory Syndrome, Beijing, 2003",PMID_15078593,INCLUDE
Neutralizing Antibody Response and SARS Severity,PMID_16318725,INCLUDE
"Emerging novel coronavirus (2019-nCoV)—current scenario, evolutionary perspective based on genome analysis and recent developments",PMID_32036774,EXCLUDE
Transmissibility and Pathogenicity of Ebola Virus: A Systematic Review and Meta-analysis of Household Secondary Attack Rate and Asymptomatic Infection,PMID_26932131,EXCLUDE
Viral Discovery and Sequence Recovery Using DNA Microarrays,PMID_14624234,EXCLUDE
p53 down-regulates SARS coronavirus replication and is targeted by the SARS-unique domain and PL <sup>pro</sup> via E3 ubiquitin ligase RCHY1,PMID_27519799,EXCLUDE
"Patient Data, Early SARS Epidemic, Taiwan",PMID_15109419,INCLUDE
Exceptionally Potent Neutralization of Middle East Respiratory Syndrome Coronavirus by Human Monoclonal Antibodies,PMID_24789777,EXCLUDE
"Severe acute respiratory syndrome (SARS) in children: epidemiology, presentation and management",PMID_14629957,EXCLUDE
The psychological effect of severe acute respiratory syndrome on emergency department staff,PMID_17183035,EXCLUDE
"Enhancement of the infectivity of SARS-CoV in BALB/c mice by IMP dehydrogenase inhibitors, including ribavirin",PMID_16621037,EXCLUDE
On fractional order differential equations model for nonlocal epidemics,PMID_32288079,EXCLUDE
Return of the Coronavirus: 2019-nCoV,PMID_31991541,EXCLUDE
Genomic Characterization of a Newly Discovered Coronavirus Associated with Acute Respiratory Distress Syndrome in Humans,PMID_23170002,EXCLUDE
Programmed ribosomal frameshifting in HIV-1 and the SARS–CoV,PMID_16310880,INCLUDE
Coronaviruses Lacking Exoribonuclease Activity Are Susceptible to Lethal Mutagenesis: Evidence for Proofreading and Potential Therapeutics,PMID_23966862,EXCLUDE
Environmental challenges from the increasing medical waste since SARS outbreak,PMID_33250588,EXCLUDE
A Novel Signaling Pathway Controlling Induced Systemic Resistance in Arabidopsis,PMID_9724702,EXCLUDE
Discovery of Novel Human and Animal Cells Infected by the Severe Acute Respiratory Syndrome Coronavirus by Replication-Specific Multiplex Reverse Transcription-PCR,PMID_15243082,INCLUDE
In vitro susceptibility of 10 clinical isolates of SARS coronavirus to selected antiviral compounds,PMID_15288617,EXCLUDE
Modeling Control Strategies of Respiratory Pathogens,PMID_16102315,INCLUDE
Numerical study of the transport of droplets or particles generated by respiratory system indoors,PMID_32287997,INCLUDE
"Outbreak of severe acute respiratory syndrome in a tertiary hospital in Singapore, linked to an index patient with atypical presentation: epidemiological study",PMID_14726369,INCLUDE
Aerosol Generating Procedures and Risk of Transmission of Acute Respiratory Infections to Healthcare Workers: A Systematic Review,PMID_22563403,EXCLUDE
"Risk Factors for SARS Infection within Hospitals in Hanoi, Vietnam",PMID_18806349,INCLUDE
Cryo-EM Structure of the 2019-nCoV Spike in the Prefusion Conformation,PMID_32511295,EXCLUDE
Evolutionary Insights into the Ecology of Coronaviruses,PMID_17267506,INCLUDE
Human Coronaviruses and Other Respiratory Viruses: Underestimated Opportunistic Pathogens of the Central Nervous System?,PMID_31861926,EXCLUDE
Identification of a Novel Coronavirus in Bats,PMID_15681402,EXCLUDE
"2019 novel coronavirus of pneumonia in Wuhan, China: emerging attack and management strategies",PMID_32078069,EXCLUDE
"General hospital staff worries, perceived sufficiency of information and associated psychological distress during the A/H1N1 influenza pandemic",PMID_21062471,EXCLUDE
Post-SARS tourist arrival recovery patterns: An analysis based on a catastrophe theory,PMID_32287733,EXCLUDE
Severe Acute Respiratory Syndrome (SARS) in a Liver Transplant Recipient and Guidelines for Donor SARS Screening,PMID_12859532,EXCLUDE
Index Patient and SARS Outbreak in Hong Kong,PMID_15030708,INCLUDE
"SARS in Healthcare Facilities, Toronto and Taiwan",PMID_15200808,INCLUDE
Rhesus Theta-Defensin Prevents Death in a Mouse Model of Severe Acute Respiratory Syndrome Coronavirus Pulmonary Disease,PMID_19710146,EXCLUDE
"Lack of SARS Transmission among Public Hospital Workers, Vietnam",PMID_15030695,INCLUDE
Monitoring the SARS Epidemic in China: A Time Series Analysis,DOI_a339b1bff47f,INCLUDE
Human monoclonal antibody as prophylaxis for SARS coronavirus infection in ferrets,PMID_15220038,EXCLUDE
"Severe Acute Respiratory Syndrome Coronavirus Nonstructural Proteins 3, 4, and 6 Induce Double-Membrane Vesicles",PMID_23943763,EXCLUDE
Venezuelan encephalitis emergence mediated by a phylogenetically predicted viral mutation,PMID_16549790,EXCLUDE
Structural Basis for Potent Cross-Neutralizing Human Monoclonal Antibody Protection against Lethal Human and Zoonotic Severe Acute Respiratory Syndrome Coronavirus Challenge,PMID_18199635,EXCLUDE
Clinical management and infection control of SARS: Lessons learned,PMID_23994190,EXCLUDE
Structural and Functional Analyses of the Severe Acute Respiratory Syndrome Coronavirus Endoribonuclease Nsp15,PMID_18045871,EXCLUDE
The clinical pathology of severe acute respiratory syndrome (SARS): a report from China,PMID_12845623,EXCLUDE
2015 Middle East Respiratory Syndrome Coronavirus (MERS-CoV) nosocomial outbreak in South Korea: insights from modeling,PMID_26713252,EXCLUDE
The digestive system is a potential route of 2019-nCov infection: a bioinformatics analysis based on single-cell transcriptomes,DOI_faa00f34e295,EXCLUDE
Long-Term Persistence of IgG Antibodies in SARS-CoV Infected Healthcare Workers,DOI_01ada39b8929,EXCLUDE
Emerging and reemerging diseases: a historical perspective,PMID_18837773,EXCLUDE
A simple approach to measure transmissibility and forecast incidence,PMID_28351674,EXCLUDE
Emergence and control of infectious diseases in China,PMID_18930534,EXCLUDE
Effective roughness modelling as a tool for soil moisture retrieval from C- and L-band SAR,DOI_a65240d2f6e6,EXCLUDE
In vitro inhibition of severe acute respiratory syndrome coronavirus by chloroquine,PMID_15351731,EXCLUDE
Emerging infections: a perpetual challenge,PMID_18992407,EXCLUDE
Detection of Severe Acute Respiratory Syndrome Coronavirus in Blood of Infected Patients,PMID_14715775,EXCLUDE
Social Contacts and Mixing Patterns Relevant to the Spread of Infectious Diseases,PMID_18366252,EXCLUDE
Transient CFD simulation of the respiration process and inter-person exposure assessment,PMID_32287998,INCLUDE
Infectivity of Severe Acute Respiratory Syndrome during Its Incubation Period,PMID_20337224,INCLUDE
Interaction of SARS and MERS Coronaviruses with the Antiviral Interferon Response,PMID_27712625,EXCLUDE
Pathogen cross-transmission via building sanitary plumbing systems in a full scale pilot test-rig,PMID_28187135,EXCLUDE
The Effects of Temperature and Relative Humidity on the Viability of the SARS Coronavirus,DOI_8ffeb21db6aa,EXCLUDE
On the relationship between conditional (CAR) and simultaneous (SAR) autoregressive models,DOI_2e23398f9f51,EXCLUDE
"Evaluation of Human Monoclonal Antibody 80R for Immunoprophylaxis of Severe Acute Respiratory Syndrome by an Animal Study, Epitope Mapping, and Analysis of Spike Variants",PMID_15857975,EXCLUDE
Management of inpatients exposed to an outbreak of severe acute respiratory syndrome (SARS),PMID_15501336,INCLUDE
Quantitative and sensitive detection of SARS coronavirus nucleocapsid protein using quantum dots‐conjugated RNA aptamer on chip,PMID_32336860,EXCLUDE
Severe Acute Respiratory Syndrome-associated Coronavirus Nucleocapsid Protein Interacts with Smad3 and Modulates Transforming Growth Factor-β Signaling,PMID_18055455,EXCLUDE
Severe acute respiratory syndrome outbreak promotes a strong sense of professional identity among nursing students,PMID_15701536,EXCLUDE
Utility of the aged BALB/c mouse model to demonstrate prevention and control strategies for Severe Acute Respiratory Syndrome coronavirus (SARS-CoV),PMID_17227689,EXCLUDE
Bats as reservoirs of severe emerging infectious diseases,PMID_25997928,EXCLUDE
Effects of Toll-Like Receptor Stimulation on Eosinophilic Infiltration in Lungs of BALB/c Mice Immunized with UV-Inactivated Severe Acute Respiratory Syndrome-Related Coronavirus Vaccine,PMID_24850731,EXCLUDE
Understanding bat SARS-like coronaviruses for the preparation of future coronavirus outbreaks — Implications for coronavirus vaccine development,PMID_27644155,EXCLUDE
Toll-Like Receptor 3 Signaling via TRIF Contributes to a Protective Innate Immune Response to Severe Acute Respiratory Syndrome Coronavirus Infection,PMID_26015500,EXCLUDE
SARS in Hospital Emergency Room,PMID_15200809,INCLUDE
"Emerging infectious diseases: Focus on infection control issues for novel coronaviruses (Severe Acute Respiratory Syndrome-CoV and Middle East Respiratory Syndrome-CoV), hemorrhagic fever viruses (Lassa and Ebola), and highly pathogenic avian influenza viruses, A(H5N1) and A(H7N9)",PMID_27131142,EXCLUDE
"Alisporivir inhibits MERS- and SARS-coronavirus replication in cell culture, but not SARS-coronavirus infection in a mouse model",PMID_27840112,EXCLUDE
The role of epidermal growth factor receptor (EGFR) signaling in SARS coronavirus-induced pulmonary fibrosis,PMID_28390872,EXCLUDE
The nsp2 Replicase Proteins of Murine Hepatitis Virus and Severe Acute Respiratory Syndrome Coronavirus Are Dispensable for Viral Replication,PMID_16227261,EXCLUDE
"Reproductive numbers, epidemic spread and control in a community of households",PMID_19559715,EXCLUDE
Molecular biology of severe acute respiratory syndrome coronavirus,PMID_15358261,EXCLUDE
Representations of SARS in the British newspapers,PMID_15474209,EXCLUDE
Modelling the epidemic trend of the 2019 novel coronavirus outbreak in China,DOI_8783d4210451,EXCLUDE
The human severe acute respiratory syndrome coronavirus (SARS-CoV) 8b protein is distinct from its counterpart in animal SARS-CoV and down-regulates the expression of the envelope protein in infected cells,PMID_16876844,EXCLUDE
The severe acute respiratory syndrome epidemic in mainland China dissected,PMID_24470901,EXCLUDE
Understanding the T cell immune response in SARS coronavirus infection,PMID_26038429,EXCLUDE
Construction of a Severe Acute Respiratory Syndrome Coronavirus Infectious cDNA Clone and a Replicon To Study Coronavirus RNA Synthesis,PMID_16928748,EXCLUDE
Severe Acute Respiratory Syndrome Coronavirus Envelope Protein Regulates Cell Stress Response and Apoptosis,PMID_22028656,EXCLUDE
Mutational Analysis of the SARS Virus Nsp15 Endoribonuclease: Identification of Residues Affecting Hexamer Formation,PMID_16216269,EXCLUDE
MERS-coronavirus replication induces severe in vitro cytopathology and is strongly inhibited by cyclosporin A or interferon-α treatment,PMID_23620378,EXCLUDE
"Bayesian inference of transmission chains using timing of symptoms, pathogen genomes and contact data",PMID_30925168,INCLUDE
Anti-SARS-CoV IgG response in relation to disease severity of severe acute respiratory syndrome,PMID_16112612,INCLUDE
Cost-effectiveness Analysis of Hospital Infection Control Response to an Epidemic Respiratory Virus Threat,PMID_19961669,INCLUDE
Role of mechanical ventilation in the airborne transmission of infectious agents in buildings,PMID_26562748,EXCLUDE
The Papain-Like Protease of Severe Acute Respiratory Syndrome Coronavirus Has Deubiquitinating Activity,PMID_16306590,EXCLUDE
"Clinical Manifestations, Laboratory Findings, and Treatment Outcomes of SARS Patients",PMID_15200814,INCLUDE
Spatial dynamics of airborne infectious diseases,PMID_22207025,EXCLUDE
Severe Acute Respiratory Syndrome-Associated Coronavirus Vaccines Formulated with Delta Inulin Adjuvants Provide Enhanced Protection while Ameliorating Lung Eosinophilic Immunopathology,PMID_25520500,EXCLUDE
Behind the mask. Journey through an epidemic: some observations of contrasting public health responses to SARS,PMID_14600109,EXCLUDE
SARS and Population Health Technology,PMID_12857670,EXCLUDE
News discourses on distant suffering: a Critical Discourse Analysis of the 2003 SARS outbreak,DOI_0c3c6e4eeeed,INCLUDE
